sampleLabelId,sample_date,assumed,substances,url,city,state
817590,"February 9, 2026",fentanyl,"['acetaminophen', 'diphenhydramine']",https://results.streetsafe.supply/sample/817590,Roswell,NEW MEXICO
817647,"February 2, 2026",fentanyl,"['4-ANPP', 'ethyl 4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/817647,Espanola,NEW MEXICO
817753,"January 30, 2026",cocaine,['cocaine'],https://results.streetsafe.supply/sample/817753,Plymouth,NEW MEXICO
817754,"February 2, 2026",fentanyl,"['4-ANPP', 'fentanyl', 'erythritol']",https://results.streetsafe.supply/sample/817754,Plymouth,MINNESOTA
817757,"January 30, 2026",cocaine,['cocaine'],https://results.streetsafe.supply/sample/817757,Plymouth,MINNESOTA
817762,"January 30, 2026",cocaine,['cocaine'],https://results.streetsafe.supply/sample/817762,Plymouth,MINNESOTA
812010A,"January 28, 2026",fentanyl,"['4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/812010A,Fayetteville,NORTH CAROLINA
812014A,"December 19, 2025",fentanyl,"['caffeine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/812014A,Fayetteville,NORTH CAROLINA
812031A,"December 23, 2025",fentanyl,"['acetaminophen', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/812031A,Fayetteville,NORTH CAROLINA
815427,"January 23, 2026","fentanyl, xylazine","['lidocaine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/815427,Bronx,NEW YORK
815428,"February 2, 2026","fentanyl, xylazine","['benzocaine', 'acetaminophen', 'caffeine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/815428,Bronx,NEW YORK
815431,"January 28, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/815431,Bronx,NEW YORK
815432,"February 2, 2026",cocaine,"['phenacetin', 'cocaine']",https://results.streetsafe.supply/sample/815432,Bronx,NEW YORK
815433,"January 30, 2026",,"['caffeine', '6-monoacetylmorphine (6-MAM)', 'heroin', 'quinine']",https://results.streetsafe.supply/sample/815433,Bronx,NEW YORK
815434,"January 30, 2026",,"['caffeine', 'acetylcodeine', '6-monoacetylmorphine (6-MAM)', 'heroin', 'quinine']",https://results.streetsafe.supply/sample/815434,Bronx,NEW YORK
815448,"February 2, 2026",fentanyl,"['phenacetin', 'lidocaine', 'xylazine', '4-ANPP', '6-monoacetylmorphine (6-MAM)', 'heroin', 'fentanyl', 'bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate', 'ortho-methyl 4-AP-1-ethyl Carbamate']",https://results.streetsafe.supply/sample/815448,Bronx,NEW YORK
816188,"February 5, 2026",fentanyl,"['4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/816188,Tacoma,WASHINGTON
816193,"February 5, 2026",cocaine,['cocaine'],https://results.streetsafe.supply/sample/816193,Tacoma,WASHINGTON
816194,"February 5, 2026",cocaine,['cocaine'],https://results.streetsafe.supply/sample/816194,Tacoma,WASHINGTON
816197,"February 5, 2026",,['cocaine'],https://results.streetsafe.supply/sample/816197,Tacoma,WASHINGTON
816198,"February 5, 2026",fentanyl,"['4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/816198,Tacoma,WASHINGTON
817432,"January 23, 2026","fentanyl, xylazine, medetomidine, benzodiazepine","['acetaminophen', 'caffeine', 'lidocaine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/817432,Bronx,NEW YORK
817438,"February 9, 2026","fentanyl, xylazine, medetomidine, benzodiazepine","['caffeine', 'procaine', 'fentanyl']",https://results.streetsafe.supply/sample/817438,Bronx,NEW YORK
817439,"January 16, 2026",fentanyl,"['caffeine', 'procaine', '6-monoacetylmorphine (6-MAM)', 'heroin']",https://results.streetsafe.supply/sample/817439,Bronx,NEW YORK
817440,"February 4, 2026",M30,['N-propionitrile chlorphine'],https://results.streetsafe.supply/sample/817440,Bronx,NEW YORK
817441,"February 2, 2026",,"['caffeine', 'acetylcodeine', '6-monoacetylmorphine (6-MAM)', 'heroin', 'quinine']",https://results.streetsafe.supply/sample/817441,Bronx,NEW YORK
817625,"February 4, 2026",fentanyl,"['erythritol', 'acetaminophen', '4-ANPP', 'fentanyl', 'bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate']",https://results.streetsafe.supply/sample/817625,Espanola,NEW MEXICO
817626,"February 4, 2026",fentanyl,"['acetaminophen', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/817626,Espanola,NEW MEXICO
817634,"February 4, 2026",fentanyl,"['acetaminophen', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/817634,Espanola,NEW MEXICO
817636,"February 4, 2026",fentanyl,"['procaine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/817636,Espanola,NEW MEXICO
602738,"April 15, 2025",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/602738,Hickory,NORTH CAROLINA
602741,"January 28, 2026","fentanyl, methamphetamine",['cocaine'],https://results.streetsafe.supply/sample/602741,Hickory,NORTH CAROLINA
602744,"December 9, 2025",methamphetamine,"['amphetamine', 'methamphetamine', 'N,N-Dimethylamphetamine (DMA)']",https://results.streetsafe.supply/sample/602744,Catawba,NORTH CAROLINA
603675,"October 31, 2025",,['glycerin'],https://results.streetsafe.supply/sample/603675,Hickory,NORTH CAROLINA
603676,"January 28, 2026",fentanyl,"['erythritol', '4-ANPP', 'ethyl 4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/603676,Catawba,NORTH CAROLINA
603999,"January 20, 2026",fentanyl,"['phenacetin', 'medetomidine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/603999,Tarboro,NORTH CAROLINA
604715,"January 21, 2026","M30, fentanyl","['medetomidine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/604715,Tarboro,NORTH CAROLINA
604716,"January 27, 2026",crack,['cocaine'],https://results.streetsafe.supply/sample/604716,Rocky Mount,NORTH CAROLINA
604719,"February 9, 2026","heroin, fentanyl, xylazine, medetomidine","['phenacetin', 'medetomidine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/604719,Tarboro,NORTH CAROLINA
812018A,"December 19, 2025",fentanyl,"['acetaminophen', 'xylazine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/812018A,Fayetteville,NORTH CAROLINA
812021A,"December 19, 2025",fentanyl,"['lidocaine', 'medetomidine', 'levamisole', 'tetracaine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/812021A,Fayetteville,NORTH CAROLINA
812022A,"December 19, 2025",fentanyl,"['acetaminophen', '4-ANPP', 'ethyl 4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/812022A,Fayetteville,NORTH CAROLINA
812027A,"December 23, 2025",fentanyl,"['acetaminophen', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/812027A,Fayetteville,NORTH CAROLINA
813549,"January 29, 2026","fentanyl, xylazine, medetomidine","['lidocaine', 'medetomidine', 'xylazine', 'fentanyl']",https://results.streetsafe.supply/sample/813549,Hamilton,OHIO
816378,"January 29, 2026","heroin, fentanyl, xylazine, medetomidine","['xylazine', '4-ANPP', 'despropionyl ortho-methylfentanyl', 'fentanyl', 'ortho-methylfentanyl']",https://results.streetsafe.supply/sample/816378,Hamilton County,OHIO
816565,"February 9, 2026",cocaine,['cocaine'],https://results.streetsafe.supply/sample/816565,Lake Worth,FLORIDA
816566,"February 9, 2026",crack,['cocaine'],https://results.streetsafe.supply/sample/816566,West Palm Beach,FLORIDA
816572,"February 6, 2026",fentanyl,"['4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/816572,West Palm Beach,FLORIDA
816573,"January 16, 2026",crack,['cocaine'],https://results.streetsafe.supply/sample/816573,Lake Worth,FLORIDA
817593,"February 3, 2026",fentanyl,['acetaminophen'],https://results.streetsafe.supply/sample/817593,Roswell,NEW MEXICO
817594,"February 4, 2026",fentanyl,['acetaminophen'],https://results.streetsafe.supply/sample/817594,Roswell,NEW MEXICO
817596,"February 3, 2026",fentanyl,['acetaminophen'],https://results.streetsafe.supply/sample/817596,Roswell,NEW MEXICO
817597,"February 3, 2026",fentanyl,['acetaminophen'],https://results.streetsafe.supply/sample/817597,Roswell,NEW MEXICO
818034,"January 23, 2026","fentanyl, medetomidine","['4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/818034,Portland,OREGON
604130,"February 5, 2026",crack,['cocaine'],https://results.streetsafe.supply/sample/604130,Milwaukee,WISCONSIN
604131,"February 5, 2026","heroin, fentanyl","['acetaminophen', 'cocaine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/604131,Milwaukee,WISCONSIN
816777,"February 3, 2026",fentanyl,"['lidocaine', '4-ANPP', 'fentanyl', 'quinine']",https://results.streetsafe.supply/sample/816777,Goldsboro,NORTH CAROLINA
816807,"February 3, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/816807,Goldsboro,NORTH CAROLINA
816915,"January 30, 2026",fentanyl,"['medetomidine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/816915,Everett,WASHINGTON
816916,"January 27, 2026",fentanyl,"['4-ANPP', 'ethyl 4-ANPP', 'fentanyl', 'phenethyl 4-ANPP']",https://results.streetsafe.supply/sample/816916,Everett,WASHINGTON
816917,"January 28, 2026",fentanyl,"['4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/816917,Everett,WASHINGTON
816918,"January 29, 2026",cocaine,['cocaine'],https://results.streetsafe.supply/sample/816918,Everett,WASHINGTON
816924,"January 28, 2026",fentanyl,"['4-ANPP', 'ethyl 4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/816924,Everett,WASHINGTON
817526,"February 4, 2026",crack,"['phenacetin', 'cocaine']",https://results.streetsafe.supply/sample/817526,Paterson,NEW JERSEY
817535,"February 4, 2026",cocaine,"['phenacetin', 'cocaine']",https://results.streetsafe.supply/sample/817535,Paterson,NEW JERSEY
817539,"February 4, 2026",fentanyl,"['acetaminophen', 'caffeine', '4-ANPP', 'ethyl 4-ANPP', 'heroin', 'fentanyl']",https://results.streetsafe.supply/sample/817539,Paterson,NEW JERSEY
817547,"February 3, 2026","fentanyl, xylazine","['acetaminophen', 'caffeine', '4-ANPP', 'ethyl 4-ANPP', 'heroin', 'fentanyl']",https://results.streetsafe.supply/sample/817547,Passaic,NEW JERSEY
817549,"February 4, 2026",heroin,"['caffeine', 'heroin']",https://results.streetsafe.supply/sample/817549,Paterson,NEW JERSEY
818025,"January 29, 2026",fentanyl,"['4-ANPP', 'ethyl 4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/818025,Portland,OREGON
818026,"January 26, 2026",benzodiazepine,['clonazepam'],https://results.streetsafe.supply/sample/818026,Portland,OREGON
818032,"February 2, 2026",methenolone,"['benzyl alcohol', 'benzyl benzoate', 'methenolone enanthate']",https://results.streetsafe.supply/sample/818032,Portland,OREGON
818035,"January 26, 2026",benzodiazepine,['phenazolam'],https://results.streetsafe.supply/sample/818035,Portland,OREGON
818048,"February 2, 2026","modafinil, armodafinil",['pending identification'],https://results.streetsafe.supply/sample/818048,Portland,OREGON
818054,"February 2, 2026",oxymetholone,['oxymetholone'],https://results.streetsafe.supply/sample/818054,Portland,OREGON
818056,"February 2, 2026",alprazolam,['alprazolam'],https://results.streetsafe.supply/sample/818056,Portland,OREGON
818057,"January 29, 2026",fentanyl,"['4-ANPP', 'ethyl 4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/818057,Portland,OREGON
818062,"January 26, 2026",benzodiazepine,"['propylene glycol', 'bromazolam']",https://results.streetsafe.supply/sample/818062,Portland,OREGON
818073,"January 26, 2026",benzodiazepine,['alprazolam'],https://results.streetsafe.supply/sample/818073,Portland,OREGON
604132,"January 31, 2026","heroin, fentanyl, unknown","['caffeine', 'diphenhydramine', '4-ANPP', 'fentanyl', 'quinine']",https://results.streetsafe.supply/sample/604132,Milwaukee,WISCONSIN
604133,"January 31, 2026","heroin, fentanyl","['acetaminophen', 'caffeine', 'diphenhydramine', '4-ANPP', 'heroin', 'fentanyl', 'quinine']",https://results.streetsafe.supply/sample/604133,Milwaukee,WISCONSIN
604134,"January 31, 2026","heroin, fentanyl","['fentanyl', 'N-propionitrile chlorphine']",https://results.streetsafe.supply/sample/604134,Milwaukee,WISCONSIN
815735,"January 26, 2026",benzodiazepine,"['methylclonazepam', ""4'-chloro deschloroalprazolam"", 'phenazolam']",https://results.streetsafe.supply/sample/815735,Albuquerque,NEW MEXICO
816055,"January 27, 2026",fentanyl,"['lidocaine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/816055,Tacoma,WASHINGTON
816056,"January 22, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/816056,Tacoma,WASHINGTON
816057,"January 27, 2026",heroin,['heroin'],https://results.streetsafe.supply/sample/816057,Tacoma,WASHINGTON
816058,"January 29, 2026",cocaine,['cocaine'],https://results.streetsafe.supply/sample/816058,Tacoma,WASHINGTON
816059,"February 3, 2026",cocaine,['cocaine'],https://results.streetsafe.supply/sample/816059,Tacoma,WASHINGTON
817554,"January 29, 2026",fentanyl,"['4-ANPP', 'ethyl 4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/817554,Roswell,NEW MEXICO
817559,"January 29, 2026",heroin,"['acetylcodeine', 'heroin']",https://results.streetsafe.supply/sample/817559,Portales,NEW MEXICO
817560,"January 29, 2026",fentanyl,"['4-ANPP', 'ethyl 4-ANPP', 'fentanyl', 'phenethyl 4-ANPP']",https://results.streetsafe.supply/sample/817560,Roswell,NEW MEXICO
817561,"January 29, 2026",fentanyl,['acetaminophen'],https://results.streetsafe.supply/sample/817561,Roswell,NEW MEXICO
817564,"January 23, 2026",fentanyl,"['acetaminophen', 'fentanyl']",https://results.streetsafe.supply/sample/817564,Roswell,NEW MEXICO
817565,"January 29, 2026",fentanyl,['acetaminophen'],https://results.streetsafe.supply/sample/817565,Roswell,NEW MEXICO
817568,"January 29, 2026",fentanyl,"['acetaminophen', 'fentanyl']",https://results.streetsafe.supply/sample/817568,Roswell,NEW MEXICO
817570,"January 23, 2026",fentanyl,['acetaminophen'],https://results.streetsafe.supply/sample/817570,Roswell,NEW MEXICO
817571,"January 30, 2026",fentanyl,"['acetaminophen', 'fentanyl']",https://results.streetsafe.supply/sample/817571,Roswell,NEW MEXICO
817574,"January 30, 2026",,['acetaminophen'],https://results.streetsafe.supply/sample/817574,Roswell,NEW MEXICO
817582,"February 2, 2026",fentanyl,"['acetaminophen', 'tetramethyl-4-AP']",https://results.streetsafe.supply/sample/817582,Roswell,NEW MEXICO
817583,"February 2, 2026",fentanyl,"['acetaminophen', 'tetramethyl-4-AP']",https://results.streetsafe.supply/sample/817583,Roswell,NEW MEXICO
817584,"February 2, 2026",fentanyl,['acetaminophen'],https://results.streetsafe.supply/sample/817584,Roswell,NEW MEXICO
817587,"February 2, 2026",heroin,['heroin'],https://results.streetsafe.supply/sample/817587,Carlsbad,NEW MEXICO
817588,"February 2, 2026",fentanyl,"['acetaminophen', 'tetramethyl-4-AP']",https://results.streetsafe.supply/sample/817588,Roswell,NEW MEXICO
815734,"January 9, 2026",amphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/815734,Albuquerque,NEW MEXICO
815739,"February 3, 2026",fentanyl,"['lidocaine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/815739,Albuquerque,NEW MEXICO
815740,"February 3, 2026",ketamine,"['dimethyl sulfone (methylsulfonylmethane MSM)', 'ketamine']",https://results.streetsafe.supply/sample/815740,Albuquerque,NEW MEXICO
815741,"February 3, 2026",heroin,"['6-monoacetylmorphine (6-MAM)', 'heroin']",https://results.streetsafe.supply/sample/815741,Albuquerque,NEW MEXICO
817656,"January 30, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817656,Kennewick,WASHINGTON
817663,"January 30, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817663,Kennewick,WASHINGTON
817665,"January 30, 2026",fentanyl,['fentanyl'],https://results.streetsafe.supply/sample/817665,Kennewick,WASHINGTON
817666,"January 30, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817666,Kennewick,WASHINGTON
817671,"January 30, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817671,Kennewick,WASHINGTON
817700,"January 29, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817700,Walla Walla,WASHINGTON
817702,"January 29, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817702,Walla Walla,WASHINGTON
817703,"January 29, 2026",methampheatmine,['methamphetamine'],https://results.streetsafe.supply/sample/817703,Walla Walla,WASHINGTON
817705,"January 30, 2026",4-MMC,['deschloroketamine'],https://results.streetsafe.supply/sample/817705,Kennewick,WASHINGTON
817706,"January 29, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817706,Walla Walla,WASHINGTON
817709,"January 30, 2026",,['naltrexone'],https://results.streetsafe.supply/sample/817709,Kennewick,WASHINGTON
817710,"January 29, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817710,Walla Walla,WASHINGTON
817711,"January 30, 2026",heroin,['heroin'],https://results.streetsafe.supply/sample/817711,Walla Walla,WASHINGTON
817712,"January 30, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817712,Kennewick,WASHINGTON
817713,"January 29, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817713,Walla Walla,WASHINGTON
817715,"January 29, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817715,Walla Walla,WASHINGTON
817716,"January 28, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817716,Clarkston,WASHINGTON
817717,"January 30, 2026",fentanyl,"['lidocaine', 'tetramethylnorfentanyl', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/817717,Kennewick,WASHINGTON
817719,"January 29, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817719,Clarkston,WASHINGTON
817721,"January 30, 2026",,['bupropion'],https://results.streetsafe.supply/sample/817721,Kennewick,WASHINGTON
813601,"January 26, 2026",fentanyl,"['4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/813601,King County,WASHINGTON
813608,"January 16, 2026",fentanyl,"['methamphetamine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/813608,King County,WASHINGTON
816710,"January 30, 2026",fentanyl,"['lidocaine', 'medetomidine', 'tetracaine']",https://results.streetsafe.supply/sample/816710,Pittsburgh,PENNSYLVANIA
816711,,fentanyl,['cocaine'],https://results.streetsafe.supply/sample/816711,,
816712,"January 24, 2026",fentanyl,['caffeine'],https://results.streetsafe.supply/sample/816712,Pittsburgh,PENNSYLVANIA
816713,"January 30, 2026",fentanyl,['caffeine'],https://results.streetsafe.supply/sample/816713,Pittsburgh,PENNSYLVANIA
816714,"January 22, 2026",fentanyl,"['N-phenylpropanamide', 'caffeine', 'medetomidine', 'xylazine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/816714,Pittsburgh,PENNSYLVANIA
816715,"February 3, 2026",fentanyl,['lidocaine'],https://results.streetsafe.supply/sample/816715,Pittsburgh,PENNSYLVANIA
816716,"February 3, 2026",fentanyl,"['medetomidine', 'procaine']",https://results.streetsafe.supply/sample/816716,Pittsburgh,PENNSYLVANIA
816717,"February 3, 2026",fentanyl,[],https://results.streetsafe.supply/sample/816717,Pittsburgh,PENNSYLVANIA
816720,"February 3, 2026",fentanyl,"['caffeine', 'medetomidine', 'xylazine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/816720,Pittsburgh,PENNSYLVANIA
816721,"February 3, 2026",fentanyl,"['caffeine', 'medetomidine', 'xylazine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/816721,Pittsburgh,PENNSYLVANIA
816722,"February 3, 2026",fentanyl,"['medetomidine', 'heroin']",https://results.streetsafe.supply/sample/816722,Pittsburgh,PENNSYLVANIA
816723,"February 3, 2026",fentanyl,"['N-phenylpropanamide', 'medetomidine', 'xylazine', 'tetracaine', '4-ANPP', 'fentanyl', 'bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate']",https://results.streetsafe.supply/sample/816723,Pittsburgh,PENNSYLVANIA
816724,"February 3, 2026",fentanyl,"['caffeine', 'medetomidine', 'procaine', 'fentanyl']",https://results.streetsafe.supply/sample/816724,Pittsburgh,PENNSYLVANIA
816747,"January 29, 2026",fentanyl,"['lidocaine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/816747,Pittsburgh,PENNSYLVANIA
816748,"January 29, 2026",fentanyl,"['caffeine', 'medetomidine', 'tetracaine']",https://results.streetsafe.supply/sample/816748,Pittsburgh,PENNSYLVANIA
816749,"January 22, 2026",fentanyl,"['caffeine', 'medetomidine', 'xylazine', 'procaine']",https://results.streetsafe.supply/sample/816749,Pittsburgh,PENNSYLVANIA
817505,"February 3, 2026",fentanyl,"['N-phenylpropanamide', '1-phenethyl-4-hydroxypiperidine', 'lidocaine', '1-phenethyl-4-propionyloxypiperidine', 'procaine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/817505,Raton,NEW MEXICO
817506,"February 3, 2026",fentanyl,"['acetaminophen', 'dextromethorphan']",https://results.streetsafe.supply/sample/817506,Raton,NEW MEXICO
817507,"February 3, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817507,Raton,NEW MEXICO
817508,"January 31, 2026",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/817508,Raton,NEW MEXICO
817509,"January 31, 2026",fentanyl,"['4-ANPP', 'fentanyl', 'phenethyl 4-ANPP']",https://results.streetsafe.supply/sample/817509,Raton,NEW MEXICO
817718,"January 29, 2026",methampheatmine,['methamphetamine'],https://results.streetsafe.supply/sample/817718,Clarkston,WASHINGTON
813585,"January 26, 2026",fentanyl,"['4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/813585,King County,WASHINGTON
813586,"January 26, 2026",fentanyl,"['4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/813586,King County,WASHINGTON
813587,"January 20, 2026",fentanyl,"['lidocaine', 'medetomidine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/813587,King County,WASHINGTON
